27,바실러스코아귤런스,사람 바실러스 코아귤런스를 설사 아이들 발생 로타바이러스 감염 의하 설사 감염 의하 질환 치료 목적 쓰 있 보통 여행자 발생 설사 식중독 의하 설사 쓰 바실러스 코아 귤 런 슬 일반 이 소화 불량 쓰이 있
28,락토바실러스플란타럼,락토바실러스 프 란 럼 방법 유해 균 억 제하 뮤신 점액 분비 자극 하 장벽 보호 유해 균 성장 방해 점막 점 착 하 박테리아 유해 물질 안쪽 침투 하 못 하 막 장의 염증 면역 력 향상 시키
29,락토바실러스파라카제이,락토바실러스 파라 카 KBT 2005 늘 인체 물체 체내 장내 유해 성질 나타내 종 병원 성 미생물 생육 효과 억제 산성 담즙산 염 대하 분해 기능 있 식품 의약품 사료 첨가제 동물 약품 광범위 사용 되
30,락토바실러스람노서스,락토바실러스 람노서스 산성 강하 정착 력 높 균 유해 균 침입 억 제하 면역 조절 효과 뛰어나 독성 물질 감소 시키 면역 체계 도움 주 아토피 알레르기 면역 질환 개선 효과
31,락토바실러스카제이,락토바실러스 카 제이 Lcasei 균 정장 작용 소화 작용 돕 항암 효과 면역 강화 기능 하 락토바실러스 애시도필러스(Lacidophilus) 균 혈 중 콜레스테롤 감소 면역 강화 변비 개선 기능 있
32,비피도박테리움락티스,비 피 도박 테리 움 락 티스 글리 딘 의하 손상 억제 소화 장애 개선 돕 주 유당 소화 유당 불 내 증 증상 완화 하 있 영양소 소화 지원 장내 비타민 미네랄 흡수 작용
33,비피도박테리움브레브,CHAPTER 2 비피도박테리움 브레브(Bifidobacterium breve 성인 알레르기 및 아토피 피부염 완화 대장염 및 과 민성 장 증 완화 기능 변비 인해 변 자주 보 것 개선 대장 내 음식물 찌꺼기 및 비소 화성 식이 섬유 분해
34,비피도박테리움비피덤,비피더스균 불리 비 피 도박 테리 움 주로 대장 역할 하 균 대장균 증식 억제 운동 배변 활동 강화 효능 비 피 도박 테리 움 롱 검 유해 균 억제 효과 크 균 장염 과 민성 대장 증후군 개선 도움 되
35,락토바실러스애시도필러스,특히 락토바실러스 애 시도 필러 슬 지 내 산성 환경 유지 외부 들어오 유해 균 억제 유익 균 증가 역할 하 이러 작용 질염 예방 및 치료 효과 이 때문 여성 섭취 건강 관리 좋
36,락토바실러스퍼멘텀,Lactobacillus fermentum JS KCCM 10499 균 주 혈당 강하 항산 산 지질 생 성 억제 콜레스테롤 저하 효능
37,락토바실러스가세리,락토바실러스 가세 지방 섭취 인하 염증 예방 혈당 수준 억제 하 당뇨병 증상 개선 인슐린 수치 감소 시키 능력 입증 하 락토바실러스 가세 눌리 병용 하 고지혈증 환자 콜레스테롤 LDL 콜레스테롤 중성 지방 감소 시키
38,락토바실러스헬베티쿠스,발명 류마티스 관절염 예방 효능 갖 락토바실러스 헤 베 티 쿠스 Lactobacillus helveticus HY 7801 이 유효 성분 함유 하 제품 관 류마티스 관절염 비롯 염증 성 질환 치료 예방 항 염증 효능 학 조성 물 발효 유
39,비피도박테리움롱검,비 피 도박 테리 움 롱 검 유해 균 억제 효과 크 균 장염 과 민성 대장 증후군 개선 도움 되 균 운동 배변 활동 강화 효능 있 대장 비 피 도박 테리 움 롱검 많 알레르기 발병 적 연구
40,락토바실러스존소니,장관 흡착 능 등 비롯 프로바이오틱 활성 우수 Lactobacillus johnsonii PF 01 배양 등 액 황산암모늄으로 70 % 농축 후 항균 능 조사 결과 황색포도상구균 억제 활성 나타내
41,락토바실러스크리스파투스,제품 배합 되 있 유산 균 크리스 파 투 스균 Lactobacillus crispatus KT 11 하 유산 균 크리스 파 투 스균 여성 산도 많이 존재 하 진귀 유산 균 종 여성 감염증 보호 하 역할 하
42,락토바실러스불가리쿠스,락토바실러스 불가리 쿠 슬 다른 유능 프로바이오틱스 상호작용 장내 세균 총 균형 유지 변비 설사 장염 위장 장애 등 장 질환 개선 효과 이 작용 하 락토바실러스 불가리쿠스가 포함 프로바이오틱스 섭취 장 건강 지키 수 있
43,비피도박테리움서브틸리스,이스라엘 히브리대 학교 하다르 키 멜 연구 팀 따르 바실러스 서브 틸리 슬 식중독 의하 설사 유발 황색포도상구균 대하 강하 항균 활성 보이 감염 설사 증상 감소 비피도박테리움 계열 균 주 대장염 도움 주 수 있
44,비피도박테리움클라우시이,대장 필요 비 피더 스균 비피더스균 불리 비 피 도박 테리 움 주로 대장 역할 하 균 대장균 증식 억제 운동 배변 활동 강화 효능 비 피 도박 테리 움 롱 검 유해 균 억제 효과 크 균 장염 과 민성 대장 증후군 개선 도움 되 균
45,파이토세라마이드,효능 영양제 장 건 강간 건 강위 건강 전립선 건 강인기 메뉴 관절 연골 건강 뼈 건강 혈 행 개선 콜레스테롤 개 선더 보기
46,유기농 브로콜리 새싹,브로콜리 설 포 인해 면역 력 증강 효과 항 암 효과 도움 되 인지 기능 향상 브로콜리 새싹 분말 효능 보이 브로콜리 새싹 분말 부작용 하루 권장 섭취 량 넘 브로콜리 새싹 섭취 하 경우 가스 인하 복부 팽 감 변비 증상 있
47,유기농 클로렐라 추출물,클로렐라 염 수 생활 남 조류 이 스피루리나와는 구분 필요 있다 균형 잡히 영양 공급원 뛰어나 엽록소 섭취 자원 체액 알칼리 클로렐라 CGF 효능 면역계 강화 중금속 해독 작용 종양 억제 작용 혈 중 콜레스테롤 저하
48,벤토나이트 점토,벤토 나이트 점토 제 습 제가 100 % 천연 성분 절대 안전 환경 친화 이 건조 이 벤토 나이트 점토 제 습 팩 효능 제품 포장 층 내부 수분 흡수 습기 인하 영향 제품 보호 것 이
49,휴믹산,휴 믹 산 기능 식물체 대사 활성 초 세 회복 빠르 효과 작물 뿌리 활착 좋 지 식물 생육 증진 천연 칼륨 및 다량 미량 요소 함유 생산량 증가 상품 향상 양 이온 치화 능력 CEC 향상 토양 산도 중화 작용
50,풀빅산,풀 빅사 기능 양분 흡수 증진 뿌리 인산 흡수 기능 촉진 다른 다량 원소 요구 높이 주 에너지 대사 증진 광합성 및 호흡 등 에너지 대사 증진 효소 활성 증진 세포막 투과성 증진 양분 가용성 증진 토양구조 개선 미생물 밀도 증진 양 이온 치화 용량 증진 더보 이
51,강황추출물(뿌리줄기 커큐민 95%로 표준화),강황 뿌리 추출 폴리페놀 성분 이 커큐민 강력 항산 효능 가지 해롭 활성산소 없애 면역 기능 저하 물론 당뇨병 치매 등 다양 질병 연관 산 스트레스 우리 몸 보호 커큐민 암 예방 치료 데 효과 있 것 알리 지
52,강황추출물(뿌리줄기),강황 뿌리 추출 폴리페놀 성분 이 커큐민 강력 항산 효능 가지 해롭 활성산소 없애 면역 기능 저하 물론 당뇨병 치매 등 다양 질병 연관 산 스트레스 우리 몸 보호 커큐민 암 예방 치료 데 효과 있 것 알리 지
53,강황(뿌리줄기),강황 옛날 현지 숙취 해소 내장 피로 완화 민간 요법 애용 되 오 강황 기능 강화 건강 작용 생활 습관 병 좋 하 뿌리줄기 함유 되 강황 특유 황색 색소 커큐민 알리 지
54,발효생강뿌리,연구 팀 우리 흔히 쓰 생강 먹 수 있 미생물 더하 발효 천연 식품 인지 기능 개선 효과 있 설명 또 기억력 회복 것 물론 치매 뇌 질환 억제 발효 생강 도움 되 것 기대
55,스테파니아(stephania tetandra)뿌리추출물,촉 규 근 이 불리 접시꽃 뿌리 추출 분리 접시꽃 뿌리 추출물 피부 속 수분 유지 에 몰리 엔트 기능 피부 보습력 향상 외부 유해 물질 활성 막 항염 항 바이러스 등 기능 트러블 피부 개선 도움 주 수 있
56,아슈와간다추출물(뿌리 및 잎),지금 연구 통하 아 쉬 간다 섭취 이점 대하 살펴보 아 쉬 간다 오늘 소개 하 드리 이점 면역 조절 신경 보호 항산 항염 항암 다양 이점 보 되 학계 주목 받 있 건강 소재 이
57,발효민들레잎,각기 수종 천식 기관지 임파선 염 위염 감염 늑막 염 담 낭 염 좋 요로 감염 결핵 소화 불량 좋 효험 있 하 민들레 잎 줄기 실리 마린 성분 다량 함유 되 있 실리 마린 성분 간세포 손상 막 주 세포 생 성 촉진 시키 주 하
58,발효페퍼민트잎,페퍼 민트 해열
59,발효영지버섯(자실체),또한 영지 버섯 성질 약간 차고 맛 쓰 달 한방 영지 버섯 이 뇨 해독 항균 진통 신경쇠약 불면증 위궤양 등 효능 있 보 있 또한 면역력 높이 피 맑 하 혈액 흐름 원활 돕 피로 회복 효과 있 것 알리 지 있
60,발효애플사이다식초,사과 식초 효능 대하 자세히 알아보 애플 사이 다비 니거 아세트산 성분 꾸준 섭취 시 체중 체 질량 지수 BMI 및 내장 지방 면적 감소 도움 되 수 있 폴리페놀 성분 체내 유해 활성산소 감소 만성 염증 노화 예방 도움 되 수 있 하
61,락토바실러스 루테리,락토바실러스 애시도필러스(Lacidophilus) 균 혈 중 콜레스테롤 감소 면역 강화 변비 개선 기능 있 락토바실러스 루 테리 Lreuteri 균 항균 물질 합성 유해 균 생장 억제 여성 질염 효과 있
62,락토바실러스 파라카제이,락토바실러스 파라 카 KBT 2005 늘 인체 물체 체내 장내 유해 성질 나타내 종 병원 성 미생물 생육 효과 억제 산성 담즙산 염 대하 분해 기능 있 식품 의약품 사료 첨가제 동물 약품 광범위 사용 되
63,콜린(바이타트레이트),수술 전후 회복기 환자 스트레스 상태 관련 항생제 이뇨제 보조 요법 간 질환 수용 비타민 흡수 섭취 방해 위장관 장애 지속성 또는 소모 질환 당뇨병 화상 골절 중증 심하 증상 감염 심리 장애 효능 효과 있 것 되 있
64,유기농아슈와간다추출물(뿌리 및 잎),아 쉬 오 가 대하 제기 다른 혜택 다음 같 불안 우울증 이어지 수 있 스트레스 증상 감소 남성 생식력 증가 불면증 환자 수면 도움 근육 량 근력 지구력 활력 증가 염증 감소 예 골관절염 인하 연골 손상 예방 도움 더보 이
65,쇠뜨기추출물(천연추출물 equisetum ravens),쇠뜨기 당뇨 관련 연구 많 이 뇨 효과 가지 있 혈압 도움 주 수 있 쇠뜨기 추출물 섭취 시 당뇨 증상 도움 주 수 있 임상 연구 동물 실험 등 존재 쇠뜨기 추출물 이 뇨 작용 이뇨제 등 견주 수 있 정도 뛰어나 평 이
66,쏘팔메토co2추출물(과일),쏘파 메 토 추출물 Serenoa repens 톱 야자나무 열매 추출물 전립선 세포 증식 속도 둔화 전립선비대증 완화 도움 주 것 알리 지 알리 지 최근 국민 관심 높
67,유기농히말라야실라짓추출물,실 라 짓 추출물 간헐 이 섭취 당뇨병 심장 질환 성 능력 저하 골다공증 류머티즘 관절염 퇴행 관절 질환 및 치매 등 같 노화 퇴행 질환 발생 가능 상당히 줄이 주
68,케라틴,케라틴 모발 피부 손톱 발견 되 단백질 일종 피부 모발 손톱 튼튼 유지 상처 치유 돕 알리 지 탈모 예방 피부 결 개선 위하 케라틴 보충 따로 복용 하 사람 있 계란 일부 식품 체내 케라틴 합성 조력자 역할 하
69,bioperine®(흑후추추출물(piper nigrum) 열매),피부 피 페리 자유 라 디 칼 손상 피부 보호 피부 색소 침착 주름 노화 줄이 항산 화제 간주 되 해독 효과 검 후추 추출 물 땀 소변 많이 배출 하 도움 되 이 신체 독소 제거 박테리아 바이러스 침입 맞서 싸우
70,이노시톨,이노시톨 효능 가 임기 여성 이 필수 이노시톨 3 인슐린 저항성 개선 배란 유도 기간 감소 규칙 이 월경 유도
71,콜린(해바라기추출물),콜린 지방 대사 관여 지방간 혈 중 과다 지방 상태 예방 데 유용 물질 이 더불 콜린 효율 이 지방 대사 더 높 수준 포만감 관련 있 전반 이 체중 감소 도움 주
72,프로바이오틱 혼합물(10억cfu) l. 불가리쿠스,락토바실러스 불가리 쿠 슬 다른 유능 프로바이오틱스 상호작용 장내 세균 총 균형 유지 변비 설사 장염 위장 장애 등 장 질환 개선 효과 이 작용 하 락토바실러스 불가리쿠스가 포함 프로바이오틱스 섭취 장 건강 지키 수 있
73,b. 비피덤,대장 필요 비 피더 스균 비피더스균 불리 비 피 도박 테리 움 주로 대장 역할 하 균 대장균 증식 억제 운동 배변 활동 강화 효능 비 피 도박 테리 움 롱 검 유해 균 억제 효과 크 균 장염 과 민성 대장 증후군 개선 도움 되 균
74,오메가3(미세조류추출물),국내 몸 속 콜레스테롤 나쁘 지방 없애 주 혈 행 개선 기억 력 향상 눈 건강 도움 있 알리 지 있 시중 참치 고등어 생선 추출 동물 오메가 3 제품 많이 나오 있
75,코엔자임q-10(coq10),코 큐 텐 경우 활성산소 제거 효과 탁월 심혈관계 질환 예방 및 치료 면역 기능 강화 노화 방지 목적 전 세계 널리 사용 있 이 성분 혈관 인체 기관 손상 가져오 활성산소 싸우 강력 항산 기능 갖 있
76,보론(아미노산킬레이트),보 건강 효과 크 3 가지 이 뼈 건강 항암 특히 전립선 자궁 경부 폐 건강 노화 이
77,미량 미네랄(해수),해수 마그네슘 브롬 요 오드 해수 특유 성분 신경증 자율 신경 성 균형 장애 심장 혈관 계통 기능 장애 효과 내 알리 지 있 미네랄 신진대사 돕 효능 있 하
78,바나듐설페이트,바 나디 설 페이 트 시험 관내 및 동물 모델 당뇨병 고혈 당증 및 인슐린 저항성 감소 것 밝히 지 바나듐 산 형태 이
79,발효브로콜리(통식물),100 % 물 100 % 에탄올 4 개 분 획 구분 실험 각각 분 획 대하 항산 효과 확인 그 결과 발효 브로콜리 발효 않 브로콜리 모두 50 % 에탄올 분 획 특이 이 항산 효과 보이 것 확인 수 있
80,발효당근(뿌리),즉 알코올 발효 끝나 발효 액 당근 천연 식초 만들 것 이 당근 주황 빛깔 우리 식탁 부 재료 많이 쓰이 있 강력 항산 기능 하 하 면역력 증강 암 예방 좋
81,발효크랜베리(열매),크 베리 일찍이 요로 감염 예방 및 치료 활용 오 국내 여성 좋 성분 방광염 좋 성분 널리 알리 지 있 이 크 베리 함유 프로 안 토시 아니 딘 이 성분 유해 균 요로 점막 흡착 것 억제 때문 이
82,발효생강(뿌리),또한 생강 발효 유산 균 등 선인 균 장내 세균 총의 밸런스 개선 생 균 이 증가 되 장점 있다 ◇ 발효 생강 7 가지 장점 ◎ 몸 따뜻 하 주 ◎ 면역력 높이 주 ◎ 항산 작용 돕 ◎ 변비 개선 주 ◎ 바이러스 물리치 ◎ 소화 돕
83,발효케일(잎),풍부 녹색 잎 영양소 집합 케일 효능 케일 효능 당뇨 예방 심장 질환 예방 항암 효과 뼈 건강 증진 탈모 예방 피부 미용 노화 방지 시력 향상
84,발효석류(열매),뽕나무 열매 간 보하 신장 이롭 하 몸 시원 하 지 止咳 효능 있 또 소가 변비 눈 침침 귀 울리 것 관절 불편 것 등 치료 향약 대사 전
85,발효라즈베리(열매),안토시아닌 타닌 등 다양 프 라보 노 이드 성분 # 암 # 노화 # 염증 # 신경 # 퇴행 질환 도움 주 특히 # 활성산소 로 인하 유전자 손상 막 주 안토시아닌 카테킨 이 함유 있 # 암 예방 좋 하
86,루틴(블랙올리브추출물),루틴 혈관 저항력 향상 고혈압 동맥 경화 뇌출혈 당뇨병 등 성인병 예방 효과 있 또 메밀 술 해독 돕 콜린 성분 들 있 숙취 해소 좋 메밀 피부 미용 좋 식품 이 메밀 들 있 시스틴 성분 피부 생성 활성 노화 방지
87,보론(아미노산킬레이트추출물),보 건강 효과 크 3 가지 이 뼈 건강 항암 특히 전립선 자궁 경부 폐 건강 노화 이
88,코엔자임q10(coq10),코 큐 텐 경우 활성산소 제거 효과 탁월 심혈관계 질환 예방 치료 면역 기능 강화 노화 방지 목적 전 세계 널리 사용 되 성분 혈관 인체 기관 손상 가져오 활성산소 싸우 강력 항산 기능 갖
89,아스타잔틴(해조류추출물),아 스타 잔틴 효능 눈 건강 항산 아 스타 잔틴 효능 3 가지 안구 건조증 개선 DNA 손상 개선 염증 및 수축 이 혈압 감소
90,라이코펜(토마토추출물),토마토 추출 물 Solanum lycopersicum tomato fruit Ext 보습 력 항산 력 멜라닌 색소 침착 억 제하 미백 효과 우수 항산 화 작용 유해 산소 없애 주 항산화물질 라이코펜 몸속 쌓이 유해 산소 제거 하 질병 예방 치료 하
91,제아잔틴(금잔화추출물),금잔화 추출 물 99 % 함유 망막 황반 색소 보충 하 주 백내장 예방 눈 건강 효과 눈 좋 하 주 주장 하 건강 식품 적 않 예전 간유 좋 하 제품 나오 있 결명자 마시 사람
92,미량미네랄(해수추출물),이 미량 미네랄 대사 촉진 갑상선 호르몬 생산 및 체중 조절 중요 역할 하 우리 몸 반드시 필요 영양소 이 임산부 유아 특히 요 오드 충분히 섭취 하 이 미네랄 태아 및 유아 발달 — 특히 뼈 뇌 발달 촉진 역할 하
93,빌베리추출물(열매),약업 신문 눈 피로 개선 도움 주 수 있 빌 베리 추출물 안토시아닌 풍부 빌 베리 추출물 눈 건강 도움 주 안토시아닌 또는 안 토 시아노 사이드 항산 작용 혈관 보호 미세 혈관 혈액 순환 개선 눈 혈액 영양 공급 원활 하
94,사프란추출물(꽃),사프란 지혈 생리 불순 냉증 진정 효과 뛰어나 스트레스 불안 증 ADHD 정신 질환 효능 보이 알리 지 연구 결과 정신 약리학 너 Journal of Psychopharmacology 게재 되
95,감마아미노뷰티릭산(gaba),GABA 늘 뇌 혈류 개선 산소 공급 증가 뇌 세포 기능 촉진 시키 신경 안정 작용 하 스트레스 해소 기억 력 증진 혈압 저하 우울증 완화 중풍 치매 예방 불 비만 갱년기 장애 효과 있 알리 지 기능 식품 의약품 제품 개발 활발히 추진 되
96,해양 콜라겐 펩타이드 i,연구 결과 콜라겐 펩타이드 투여 비만 대조 군 비하 체중 증 감소 혈액 조직 활성산소 농도 감소 조직 산 스트레스 완화 되 나타나
97,유기농 암라 베리(phyllanthus emblica),암 이 섭취 관절염 통증 통풍 완화 시키 과학 문헌 제시 되 지 오 많 약리학 연구 암 이 추출 물 항산 항암 항 종양 항 유전자 독성 항 통풍 항 염증 작용 가지 보이 주 전통 사용 지 하
98,유기농 대나무 실리카,대나무 줄기 다량 함유 있 실리 카 피부 머리카락 손톱 콜라겐 형성 필수 무기 성분 피부 탄력성 증진 및 뼈 건강 증진 도움 주 물질 알리 지 있 30
99,유기농 로즈힙 추출물(열매),로즈힙 열매 자체 오렌지 20 배 넘 비타민 C 함유 있 오일 비타민 A 들 있 피부 재생 효과 있 비타민 A 특히 건성 손상 노화 피부 개선 도움 주 칙칙 피부 입가 주름 탄력 없 피부 재생 효과 이
100,유기농 카무카무(myrciaria dubia 열매),카 무 카 무 비타민 외 다양 영양소 들 있 특히 칼륨 풍부 항 염증 암 예방 효과 물론 심장 신장 제 기능 수행 수 있 돕 역할 하 칼륨 피부 뇌 눈 잇몸 건강 위하 꼭 섭취 하 영양소
101,유기농 흰목이 버섯,희 목이 버섯 효능 효과 피부 미용 좋 양귀비 서태후 등 유명 귀부인 즐기 먹 버섯 뼈 건강 좋 희 목이 버섯 칼슘 칼슘 흡수 돕 비타민 D 매우 풍부 비만 예방 주 면역력 강화 주
102,히알루론산,히알루론산 효능 강력 보습 인자 히알루론산 3 가지 피부 수분 증가 섬유 아 세포 촉진 피부 조직 복구
103,포스파티딜콜린(해바라기레시틴추출물),포스 파티 디 콜린 두뇌 건강 두뇌 발달 도와주 학습 작업 기억력 개선 청소년 양극 장애 개선 태아 뇌 발달 장애 예방
104,레몬분말(껍질),레몬 밤 오일 아로마테라피 사용 불안 우울 신경 두통 레몬 밤 효능 보이 주 있 또한 항 히스타민 작용 하 때문 알레르기 환자 도움 주 월경 촉진 생리통 완화 사용 약용 식물 이
105,오렌지분말(열매),실제 모로 실 가루 속 풍부 시 아니 딘 -3 글 루 코시 드 성분 체내 들어오 노화 질병 유발 활성산소 제거 주 하 그래서 피부 노화 지연 모로 실 다이어트 면역력 향상 뿐 아니 만성 질환 예방 콜레스테롤 수치 감소 암 예방 도움 주 하 이것
106,로즈힙추출물(열매),로즈힙은 뛰어나 항산 작용 하 레몬 60 배 정도 비타민 C 함유 있 따라서 성장 발육 촉진 비타민 A 함께 이 뇨 작용 하 비타민 C 뿐 아니 B1 B2 B6 비타민 A 비타민 E 불 포화 지방산 등 다량 함유 있
107,엘더베리분말(열매),비타민 안토시아닌 성분 풍부 감기 예방 좋 엘 더 베리 더 보 엘 더 베리 비타민 AC 안토시아닌 성분 다량 함유 되 있 영양 성분 강력 항산 효과 함 염 항 바이러스 효과 있 감기 예방 면역 력 강화 효과 적 이
108,히알루론산(저분자량),히알루론산 효능 강력 보습 인자 히알루론산 3 가지 피부 수분 증가 섬유 아 세포 촉진 피부 조직 복구
109,붕소(글리시네이트),붕소 pH 균형 유지 필요 소화 효소 생 성 마그네슘 칼슘 인과 같 미네랄 처리 하 도움 주 집중 력 새롭 정보 배우 있 능력 향상 시키 도움 되 뇌 기능 향상 관련 있
110,발효 동충하초(균사체),동충하초 유용성 분 cordycepin cordycepic acid 아미노산 다당류 비타민 등 이 25 그 중 주요 생리 활성 성분 이 cordycepin 3 ′ deoxyadenosine 과 2 ′ deoxycoformycin 면역 증강 항균 작용 항 당뇨 작용 고 지질
111,발효 영지버섯(균사체 및 자실체),영지 버섯 성질 약간 차고 맛 쓰 달 한방 영지 버섯 이 뇨 해독 항균 진통 신경쇠약 불면증 위궤양 등 효능 있 보 있 또한 면역력 높이 피 맑 하 혈액 흐름 원활 돕 피로 회복 효과 있 것 알리 지 있
112,발효 마시멜로 뿌리 추출물,마시멜로 우 뿌리 꽃 얻 추출 물 항균 항 곰팡이 항염증제 항 박테리아 항 기침 성질 아니 항 바이러스 항산 작용 하
